id	name	student_number	course	gender	MBTI	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9
537	Wilton Balk	2018162537	2	1	11	3	4	2	3	3	5	5	4	3	5	5	4	3	3	5	4	5	3	3	1	1	3	2	1	3	2	3	
538	Tilly Crummy	2018162538	3	2	4	2	3	3	3	1	1	3	1	3	3	1	3	3	1	2	1	3	4	3	4	5	4	5	5	5	4	4	
539	Josias Lattimer	2018162539	3	2	3	2	1	3	2	1	1	3	2	3	2	3	4	3	1	3	3	4	1	4	4	5	2	5	2	3	3	3	
540	Jedd Caddick	2018162540	1	1	3	5	4	4	5	4	4	4	4	5	5	4	5	3	4	5	4	5	4	4	3	3	3	3	1	2	3	3	
541	Elaine Wilcott	2018162541	1	1	6	5	4	4	4	3	4	4	5	4	3	5	2	2	4	3	2	3	3	4	4	3	3	2	4	2	1	3	
542	Sindee Dunthorne	2018162542	2	1	6	4	4	4	5	2	3	4	4	5	5	3	3	3	3	4	4	3	5	3	3	1	2	2	1	4	4	1	
543	Ailey Stiell	2018162543	1	1	14	3	5	3	4	4	4	4	3	3	5	2	4	3	4	3	3	4	4	2	3	2	4	2	3	1	4	1	
544	Wyn Pococke	2018162544	2	2	5	5	3	2	5	4	5	3	3	2	3	4	3	4	4	5	3	3	4	1	2	2	3	3	3	1	4	1	
545	Isadora Abyss	2018162545	2	1	8	3	4	3	3	5	5	4	4	4	5	5	4	4	5	4	5	3	5	3	1	3	1	4	2	1	3	3	
546	Aksel Geeritz	2018162546	3	2	10	3	3	4	4	4	2	3	3	3	1	1	1	3	3	1	4	2	2	4	3	4	4	5	4	4	3	4	
547	Karlotte Wilse	2018162547	1	1	17	3	3	3	4	4	3	3	3	5	4	5	5	3	3	3	3	4	3	1	2	4	4	2	3	1	2	3	
548	Klarika Ransley	2018162548	3	1	4	2	4	2	4	4	4	1	2	3	1	1	3	2	4	1	3	2	4	5	2	3	3	4	3	3	4	2	
549	Rickie Jarvie	2018162549	1	1	1	3	4	3	3	3	5	3	4	5	5	3	5	4	4	3	2	4	5	3	3	1	4	4	2	3	2	3	
550	Peadar Machel	2018162550	3	1	4	2	3	3	3	3	2	1	1	3	2	3	4	1	4	4	3	2	2	4	3	5	5	5	3	4	5	3	
551	Angelina Quartley	2018162551	1	2	17	4	5	3	4	5	3	5	5	5	2	3	5	3	3	5	5	5	5	3	1	2	2	2	2	3	3	1	
552	Griffith Crawforth	2018162552	2	1	2	2	3	4	5	2	5	3	3	4	4	5	4	5	5	3	5	4	3	4	1	4	2	3	3	3	2	3	
553	Donovan Henner	2018162553	2	1	12	5	3	4	3	4	4	4	5	3	3	5	3	4	5	5	5	3	3	2	3	2	3	3	3	3	3	3	
554	Aleta Ocheltree	2018162554	3	2	6	3	1	3	1	3	3	2	4	4	2	3	4	2	1	1	4	2	3	3	3	4	3	5	4	3	4	3	
555	Lina Placido	2018162555	3	1	16	2	4	1	3	3	4	3	2	3	3	2	1	3	2	2	3	2	1	5	3	5	4	3	4	4	3	5	
556	Stafani Bianco	2018162556	2	2	8	4	3	4	2	3	4	3	4	5	5	5	5	3	4	5	5	3	5	2	3	2	3	1	3	2	2	2	
557	Shea Codner	2018162557	3	1	8	3	1	4	3	1	3	1	3	1	1	2	4	2	4	3	3	4	3	3	5	4	5	5	4	4	4	4	
558	Nev Busse	2018162558	3	2	8	3	4	1	4	3	1	3	4	1	2	3	1	3	3	3	1	1	3	4	4	4	5	2	5	4	4	3	
559	Otto Raikes	2018162559	3	2	1	3	3	4	4	1	4	2	1	3	4	4	3	2	1	4	3	3	2	4	5	4	4	4	3	3	4	2	
560	Curr Whistlecroft	2018162560	1	2	6	4	4	4	4	4	3	4	5	3	5	5	3	3	3	4	3	5	3	4	3	3	1	2	3	1	1	3	
561	Mohammed Torra	2018162561	2	2	6	3	3	3	3	4	3	4	3	4	4	5	5	4	3	3	5	5	4	2	3	2	3	2	3	3	3	3	
562	Gabriellia Joysey	2018162562	3	2	2	2	3	2	2	3	4	4	3	4	1	2	4	4	1	2	3	2	3	2	4	3	5	5	5	5	3	5	
563	Franzen Repp	2018162563	2	1	9	5	3	4	5	5	2	2	3	4	4	4	5	5	3	3	3	3	4	1	2	4	2	3	2	2	2	3	
564	Dallas Grishankov	2018162564	2	2	2	5	4	3	4	4	4	2	2	5	3	4	5	4	3	4	3	4	5	3	3	2	1	3	2	4	2	3	
565	Reeva Schelle	2018162565	2	2	13	2	2	3	3	3	4	4	4	5	3	3	3	4	5	4	3	4	3	2	3	2	2	3	3	1	3	2	
566	Cosetta Ovens	2018162566	2	2	17	2	3	3	2	3	2	4	5	5	4	5	4	3	5	3	5	3	3	4	1	2	3	1	2	2	3	2	
567	Felic Crosetto	2018162567	3	2	14	3	3	2	3	3	1	1	3	4	3	3	4	2	3	1	3	3	4	3	3	4	4	5	3	4	2	3	
568	Merna Wohler	2018162568	3	1	2	2	4	1	3	3	3	4	3	1	3	3	2	2	1	1	3	4	2	4	3	5	5	3	5	3	4	3	
569	Thedrick Calender	2018162569	1	2	2	3	4	5	4	4	4	3	3	4	4	4	2	3	4	5	3	3	3	3	2	4	4	3	4	3	3	4	
570	Barbabas Hatwells	2018162570	2	2	15	4	4	2	3	4	3	4	5	3	3	5	3	5	5	4	4	4	5	4	3	3	3	2	1	4	2	2	
571	Allie Chewter	2018162571	3	2	13	4	2	3	4	2	2	3	2	2	4	4	1	3	3	3	3	2	1	5	5	5	3	2	3	5	5	4	
572	Jackie Nice	2018162572	3	2	8	3	1	4	4	3	1	3	1	4	3	1	1	3	4	4	3	3	4	5	4	5	5	3	2	4	2	5	
573	Brew Berrane	2018162573	3	2	7	1	2	3	3	3	4	3	1	1	1	3	2	3	4	1	2	3	3	4	3	4	3	3	5	5	4	4	
574	Sigvard Dumingos	2018162574	2	1	9	4	3	5	4	3	3	4	3	3	3	5	5	4	4	5	4	5	5	2	2	3	4	2	3	3	2	3	
575	Marlee Tosdevin	2018162575	3	1	4	4	2	2	3	1	1	4	4	2	4	2	3	2	4	3	4	3	1	4	4	2	4	3	4	4	2	5	
576	Durward Pilmore	2018162576	1	2	17	4	3	4	3	5	4	4	5	3	2	2	3	4	2	3	2	3	4	4	1	2	1	3	3	3	2	3	
577	Jacky Buxsy	2018162577	2	2	17	3	3	3	5	3	3	5	3	4	4	3	4	3	3	4	3	4	4	1	2	2	1	1	2	4	2	2	
578	Brian Leahy	2018162578	2	1	13	4	4	2	4	5	3	3	4	2	4	3	4	4	4	4	3	3	4	4	4	2	2	1	1	1	3	4	
579	Sibilla Herreros	2018162579	2	1	17	5	3	4	5	4	5	2	3	4	5	4	4	4	4	4	3	5	4	2	2	3	3	2	1	1	3	1	
580	Almire Griniov	2018162580	2	2	7	3	5	3	4	4	2	4	5	3	4	5	5	3	5	3	4	3	3	1	2	3	3	3	3	3	3	4	
581	Isaac Bannon	2018162581	2	2	6	3	4	3	4	5	3	4	3	3	3	4	4	4	4	5	5	3	5	3	3	1	2	4	4	4	2	3	
582	Cherianne Valett	2018162582	1	2	10	5	5	5	4	4	4	5	5	5	4	2	4	3	4	3	5	5	3	4	3	2	2	4	4	1	4	2	
583	Angy Sheerman	2018162583	3	1	13	4	3	3	2	4	4	3	2	1	4	3	2	2	4	1	2	3	1	3	5	4	2	4	4	4	2	4	
584	Bride McCraine	2018162584	1	1	6	5	4	4	3	5	4	5	5	4	2	3	3	3	2	4	4	4	5	4	4	4	2	2	2	3	4	4	
585	Goldy Cleife	2018162585	3	1	9	4	3	1	3	1	2	3	1	1	1	2	4	1	4	2	3	3	3	5	5	2	5	4	4	5	5	4	
586	Redd Barr	2018162586	2	2	1	4	3	2	5	3	5	4	4	3	3	4	5	5	5	3	4	3	4	3	1	2	2	3	3	2	1	3	
587	Anselma Chorlton	2018162587	1	2	9	5	4	5	3	3	5	4	4	5	4	5	4	5	5	4	4	4	4	3	4	4	4	1	3	3	3	2	
588	Sibby Phelipeaux	2018162588	1	2	17	5	5	4	5	3	4	4	4	4	5	4	3	3	3	3	3	3	4	4	1	4	3	4	4	3	4	3	
589	Fredra Smallcomb	2018162589	2	1	8	3	3	3	4	4	2	4	3	4	5	4	5	3	5	4	4	4	4	1	2	2	3	2	3	3	3	3	
590	Timi Gudgeon	2018162590	1	2	14	4	5	4	4	3	4	4	4	5	5	3	2	3	3	4	3	3	3	4	2	3	3	4	2	2	1	3	
591	Heath Ivanchin	2018162591	3	2	16	1	1	1	2	1	1	3	4	1	3	3	4	1	2	4	4	3	3	4	5	3	4	4	5	5	5	5	
592	Klement Barns	2018162592	2	2	2	3	3	3	4	4	4	2	4	3	5	3	5	4	3	4	3	4	3	2	2	4	3	2	1	3	3	2	
593	Viviana Keme	2018162593	3	2	9	3	1	3	4	3	3	3	2	2	3	1	2	4	1	1	3	4	3	5	5	4	3	5	5	4	5	3	
594	Morganica Overy	2018162594	3	2	10	2	2	4	2	2	3	3	2	2	4	2	4	3	4	3	3	2	2	3	4	5	4	4	5	3	5	3	
595	Vikky Lakin	2018162595	3	1	11	3	4	2	3	4	4	3	4	4	3	1	4	2	3	3	3	3	2	4	5	5	5	4	4	4	5	5	
596	Dory Brownsworth	2018162596	2	2	12	5	3	3	5	5	2	4	4	4	5	4	4	4	3	4	5	3	4	4	4	4	3	1	3	3	3	3	
597	Taite Colls	2018162597	2	2	5	4	4	2	5	3	5	3	3	4	4	4	5	5	5	4	4	5	5	3	1	3	3	2	3	3	4	3	
598	Georgeanna Christoffels	2018162598	3	2	16	3	4	3	3	3	3	2	1	3	2	2	1	3	4	2	1	3	3	4	3	5	3	5	4	3	3	5	
599	Chick Cavell	2018162599	2	1	17	5	4	4	2	4	3	5	3	5	5	5	4	5	4	5	5	3	5	3	4	2	3	3	3	2	1	4	
600	Quillan Megroff	2018162600	3	1	11	2	3	1	3	2	2	4	2	4	3	3	3	3	4	4	4	3	1	4	4	4	3	5	4	2	5	4	
601	Shelton Gellert	2018162601	1	1	14	4	4	5	4	3	3	5	3	5	4	3	4	4	4	3	5	3	3	4	4	2	2	2	4	2	2	3	
602	Kleon Drowsfield	2018162602	1	1	3	3	4	5	3	4	4	5	3	4	5	4	5	4	3	4	3	3	4	2	3	3	2	4	2	3	3	3	
603	Gare Bust	2018162603	2	1	2	5	4	3	3	5	3	5	4	4	5	4	4	3	4	5	3	3	5	2	3	3	3	2	2	2	4	2	
604	Gannie Petrolli	2018162604	2	2	17	3	4	5	5	4	3	3	3	3	3	3	3	5	5	4	4	5	4	4	3	3	4	3	1	1	1	2	
605	Ingaberg Babon	2018162605	3	1	10	3	3	3	3	3	3	3	3	2	3	3	2	2	3	4	1	3	3	4	4	4	5	4	2	4	3	3	
606	Nisse Hussey	2018162606	2	2	7	5	3	3	4	5	4	5	3	5	5	4	4	4	5	5	5	3	5	3	1	2	2	2	3	1	3	1	
607	Sayre Hallowes	2018162607	2	1	9	5	3	4	4	5	5	3	5	3	5	4	3	5	4	4	5	5	5	4	3	2	2	2	2	3	2	2	
608	Norry Konerding	2018162608	1	1	10	4	3	3	4	5	3	5	5	4	4	5	4	4	3	5	4	4	5	2	4	2	3	3	4	3	3	4	
609	Germayne Faughny	2018162609	3	2	6	2	4	2	2	3	2	4	2	2	2	2	2	1	4	2	4	4	4	4	4	5	4	5	4	4	5	4	
610	Aggie Chew	2018162610	1	1	3	4	3	4	4	3	4	4	4	3	4	5	5	3	3	4	5	4	5	3	2	3	2	2	4	2	1	3	
611	Tracey Gianneschi	2018162611	1	1	17	3	4	5	4	5	4	4	4	4	3	5	4	3	4	4	3	4	5	3	4	3	3	2	3	3	3	2	
612	Lelia Purveys	2018162612	1	1	17	5	5	3	5	5	3	5	5	4	3	5	3	5	5	3	3	2	4	3	3	1	3	2	3	4	2	4	
613	Zach Manketell	2018162613	3	1	6	1	1	1	1	1	3	2	1	3	3	4	4	3	4	1	3	1	4	3	4	3	4	4	5	3	2	4	
614	Moritz Coupland	2018162614	3	2	9	3	2	4	2	1	2	2	1	4	4	1	2	2	4	3	1	4	2	2	4	2	4	3	3	3	4	4	
615	Shellysheldon Buntain	2018162615	3	2	14	1	1	3	2	1	3	2	4	1	3	3	1	3	3	2	1	2	3	3	4	5	3	4	3	4	5	5	
616	Vanya Enright	2018162616	3	1	9	3	4	3	3	3	3	1	3	3	4	1	2	4	2	1	3	3	3	2	5	4	4	4	2	3	4	2	
617	Raynard Gemson	2018162617	2	2	3	3	3	5	2	4	5	3	5	4	5	4	5	4	3	4	5	5	4	2	3	2	3	2	3	2	3	1	
618	Brad Elder	2018162618	3	1	16	1	2	1	4	3	3	3	3	3	1	3	1	2	2	1	3	2	3	4	2	2	3	4	5	4	4	4	
619	Jacqueline Vinnick	2018162619	3	2	8	3	4	3	3	4	3	2	1	2	3	2	3	3	1	3	3	4	3	3	5	5	5	5	4	3	4	5	
620	Suzanne Cordero	2018162620	3	1	16	3	4	2	1	3	4	2	1	4	3	2	4	3	4	1	1	1	1	5	3	4	4	5	4	5	3	5	
621	Bryon Decort	2018162621	2	2	5	3	5	5	3	3	3	4	4	3	4	4	5	3	4	3	4	4	5	4	3	4	1	3	1	1	1	2	
622	Iggy Hartop	2018162622	3	2	16	3	3	2	3	2	2	4	3	2	2	4	3	3	3	3	4	4	3	4	3	3	4	4	3	5	3	4	
623	Valencia Dunnett	2018162623	3	1	3	4	3	3	4	1	1	2	4	2	4	3	2	3	2	3	2	3	2	4	3	3	5	4	3	4	4	4	
624	Stuart Patterfield	2018162624	3	2	17	2	3	3	3	4	3	3	3	3	2	3	4	3	3	3	4	3	2	3	5	3	5	2	5	4	4	5	
625	Nicki Reed	2018162625	2	2	10	5	5	5	2	5	3	3	5	3	4	4	5	5	5	3	4	3	5	4	1	4	3	2	3	2	4	3	
626	Edee Coule	2018162626	2	2	5	5	5	3	3	4	4	4	4	2	3	4	4	5	4	5	4	5	4	2	3	3	3	2	2	4	3	2	
627	Gwyneth Franz	2018162627	2	1	2	2	3	4	5	3	3	3	2	3	3	4	3	3	4	4	4	4	5	1	3	2	1	3	2	2	3	3	
628	Garek Codeman	2018162628	3	1	10	3	1	3	1	2	1	2	3	3	2	3	3	3	3	1	1	3	1	2	5	4	5	4	5	4	4	4	
629	Karon Hawkshaw	2018162629	3	1	15	4	4	4	3	3	4	3	3	4	1	1	4	2	3	4	4	4	2	2	4	5	5	4	3	3	5	4	
630	Ambrosi Cundey	2018162630	1	2	16	4	4	5	3	5	4	5	4	4	3	4	4	5	4	5	4	4	3	3	2	2	3	3	4	4	2	3	
631	Chauncey Kinsman	2018162631	2	1	16	2	2	5	5	3	4	5	5	4	4	5	5	3	5	3	3	3	4	2	2	2	2	3	1	3	1	2	
632	Querida Rimes	2018162632	1	2	3	5	3	3	3	3	4	5	3	4	3	5	3	5	5	4	4	5	3	4	1	2	1	3	3	4	1	1	
633	Kirsti Mallender	2018162633	2	2	6	4	4	4	5	3	4	3	4	5	4	4	5	3	4	5	5	5	4	2	3	2	4	3	3	1	2	2	
634	Iolanthe Drought	2018162634	2	2	9	4	2	3	3	2	4	3	3	5	5	4	3	4	3	5	3	4	4	3	2	3	2	3	4	3	3	3	
635	Dolorita Fotitt	2018162635	2	1	12	4	4	4	3	4	2	4	3	3	5	4	4	4	5	5	3	5	4	1	3	1	3	3	3	4	2	3	
636	Jayme Newgrosh	2018162636	2	1	5	4	5	4	4	3	3	2	4	5	3	5	3	4	4	3	4	4	4	1	2	4	3	4	3	4	3	2	
637	Maurice Hellwig	2018162637	1	2	16	4	5	5	4	5	3	3	4	3	5	3	5	4	2	3	2	5	4	2	4	2	3	4	4	2	4	4	
638	Huberto McLugaish	2018162638	3	1	12	3	3	3	3	1	2	3	3	1	2	3	3	3	1	1	3	1	4	5	3	2	3	3	2	4	4	5	
639	Bruis O'Moylane	2018162639	2	1	9	3	5	5	4	4	2	4	5	3	4	5	3	4	4	4	4	5	5	1	2	1	4	3	2	3	3	2	
640	Norbie Probert	2018162640	2	1	8	2	2	5	5	4	5	3	5	3	5	5	4	5	3	4	5	4	3	2	4	2	4	3	3	2	4	2	
641	Olag Hulland	2018162641	3	2	7	2	3	3	1	2	3	1	1	4	4	1	4	1	3	1	2	2	3	3	2	4	3	5	4	3	5	5	
642	Lezlie Siderfin	2018162642	3	2	13	3	4	1	3	3	3	3	2	4	1	4	4	4	1	4	4	2	1	4	5	5	5	5	5	4	5	4	
643	Kimble Burwood	2018162643	2	2	4	5	2	3	4	4	2	4	5	5	5	4	5	3	4	5	3	4	3	1	3	1	3	3	4	4	2	3	
644	Trude Willets	2018162644	2	1	1	3	3	5	5	5	4	4	4	4	5	5	5	5	4	5	3	5	5	3	4	2	1	1	3	1	4	4	
645	Jacquenetta David	2018162645	2	2	15	3	2	4	4	4	5	4	3	4	4	4	5	3	4	3	4	5	3	2	3	3	2	3	3	2	3	4	
646	Don Wisdish	2018162646	3	1	8	3	4	1	2	3	4	2	4	1	1	2	3	4	1	4	3	2	2	3	5	5	4	4	5	5	5	4	
647	Aloin Goch	2018162647	1	1	3	5	4	4	4	3	4	5	3	3	4	3	3	3	3	4	3	3	2	4	2	3	3	4	4	3	2	3	
648	Vale Hriinchenko	2018162648	3	2	15	4	1	4	3	4	3	3	1	3	2	4	3	1	4	3	4	3	4	5	4	3	4	4	4	4	3	3	
649	Yovonnda Alenov	2018162649	2	2	5	4	5	3	3	3	4	5	3	4	5	5	3	5	4	4	4	4	4	3	1	1	2	3	1	2	1	2	
650	Charlena Deerr	2018162650	3	1	10	1	2	3	1	2	1	3	4	3	2	4	4	4	3	3	3	3	1	4	4	4	4	4	5	4	2	4	
651	Durward Snell	2018162651	1	2	11	4	4	4	4	5	5	4	4	4	5	4	5	2	3	4	5	3	5	4	3	1	1	2	3	2	4	3	
652	Rikki Ayto	2018162652	2	2	17	3	3	4	4	3	2	4	3	5	5	4	5	3	3	5	4	4	4	2	3	1	4	3	3	1	3	2	
653	Vita Bushill	2018162653	3	2	7	2	3	3	3	3	3	1	4	2	2	1	1	3	3	1	3	3	2	4	5	5	3	3	5	5	4	4	
654	Byrom Tomsu	2018162654	3	1	3	3	2	4	2	3	4	3	4	4	2	3	3	3	3	2	4	3	4	3	4	4	4	4	2	4	5	3	
655	Sapphire Asquez	2018162655	1	1	7	4	3	5	4	4	3	4	3	5	2	4	3	4	4	5	3	3	5	2	4	3	2	4	2	1	2	3	
656	Tate Connue	2018162656	2	2	8	5	3	4	5	3	3	3	3	3	3	3	5	4	4	3	5	5	5	2	3	1	2	3	2	3	2	1	
657	Lowell De Giorgio	2018162657	2	1	2	5	2	4	4	5	4	5	4	4	3	4	3	5	5	4	4	4	3	3	1	4	4	3	1	2	4	2	
658	Kelsey Kilcullen	2018162658	1	2	11	3	5	3	4	5	3	3	3	4	4	3	3	4	3	5	3	4	4	3	3	1	2	2	1	2	4	1	
659	Jenica Grigor	2018162659	1	1	9	5	4	5	5	3	5	3	3	5	5	5	5	4	3	3	5	4	5	2	3	1	4	4	3	2	3	4	
660	Burr Kenner	2018162660	2	2	14	2	4	3	5	4	3	3	3	3	4	3	4	5	3	5	4	4	4	2	4	3	3	3	2	3	2	3	
661	Lorita Dykins	2018162661	3	2	2	1	2	3	1	1	3	1	2	4	3	1	3	1	1	3	1	2	3	3	5	5	5	5	4	4	3	4	
662	Joyous Franceschielli	2018162662	3	2	12	2	3	3	1	4	1	3	4	4	3	2	3	3	2	3	3	4	4	4	4	5	2	4	3	3	5	4	
663	Loralee Banting	2018162663	2	1	4	3	3	5	2	3	3	4	5	5	4	5	5	3	4	5	4	4	3	3	4	2	4	1	3	1	3	4	
664	Osbourn O'Scollain	2018162664	2	1	8	3	5	3	5	2	5	3	4	3	4	4	5	5	3	4	3	5	3	2	3	2	3	3	1	4	2	4	
665	Felipa Chapelhow	2018162665	3	1	2	4	2	3	1	3	1	4	4	4	2	3	2	3	2	3	1	2	1	4	3	3	3	3	4	5	3	4	
666	Artemus De la Yglesia	2018162666	3	2	13	4	1	2	4	2	1	4	3	2	3	2	3	1	1	2	1	2	2	3	5	3	4	5	3	4	4	5	
667	Dorine Noraway	2018162667	1	2	4	4	3	4	3	5	3	5	3	5	4	5	3	4	5	3	3	3	2	4	4	1	3	2	3	3	3	4	
668	Ryon Iley	2018162668	1	2	4	5	5	4	5	5	3	4	5	4	5	5	4	4	3	3	3	4	4	2	4	1	1	2	3	4	3	3	
669	Vanessa Laurens	2018162669	3	1	8	3	3	3	2	4	2	3	2	2	3	1	2	3	3	2	2	2	4	3	4	5	3	2	4	2	4	4	
670	Gradeigh Duffil	2018162670	2	1	14	5	5	4	5	2	4	3	3	5	4	4	4	5	3	3	4	5	4	1	4	3	3	1	2	1	4	3	
671	Kate Connue	2018162671	3	1	17	3	1	4	3	2	1	1	3	4	2	3	4	2	2	3	2	2	4	5	5	4	2	4	4	4	5	3	
672	Rainer Tilt	2018162672	1	2	7	5	5	4	4	5	3	4	5	3	5	3	5	4	5	2	3	3	4	3	4	3	3	4	3	2	2	2	
673	Melicent Lockart	2018162673	2	2	11	2	4	5	4	3	4	5	2	4	4	5	5	3	4	5	4	4	4	2	3	1	2	2	3	4	2	2	
674	Amelie Henrot	2018162674	1	1	1	3	4	3	4	4	3	5	5	4	5	4	4	4	4	3	3	4	4	2	3	1	2	3	3	4	1	2	
675	Lynde Walcher	2018162675	2	2	10	4	5	3	2	4	3	2	5	4	4	4	4	4	5	3	4	3	4	2	1	2	1	2	2	1	2	3	
676	Blinni Turk	2018162676	3	1	7	1	2	1	4	1	3	2	4	3	1	3	3	1	4	1	4	3	1	2	4	4	5	3	2	4	4	5	
677	Kippie Enga	2018162677	2	2	3	5	5	3	4	5	4	5	4	5	5	3	3	3	5	5	4	5	4	1	2	2	3	2	2	3	2	4	
678	Olly Vannozzii	2018162678	2	2	14	4	3	4	4	5	4	3	4	4	4	5	4	4	4	3	5	4	5	4	1	4	4	2	2	4	2	4	
679	Esme Bendtsen	2018162679	1	1	12	3	5	4	4	3	4	3	4	4	4	3	3	4	3	4	3	4	3	2	3	2	4	3	3	1	2	3	
680	Evita Chetter	2018162680	2	1	6	4	4	2	2	4	5	5	3	3	4	5	3	3	3	3	4	5	5	4	3	3	2	2	3	2	3	3	
681	Kailey Klezmski	2018162681	2	2	1	5	4	3	3	3	3	3	2	5	4	5	4	5	4	5	5	5	4	3	1	1	3	1	3	1	2	4	
682	Kevin Cicchillo	2018162682	1	2	5	5	3	5	4	4	4	4	4	4	4	4	4	5	5	5	3	3	3	4	3	3	1	1	3	4	1	2	
683	Adelle Winfred	2018162683	1	1	8	5	5	3	4	4	5	3	4	3	4	3	5	5	4	3	3	4	4	4	4	4	4	2	2	3	4	2	
684	Janith MacEntee	2018162684	2	2	8	4	4	4	5	5	4	5	4	4	3	3	4	4	5	3	5	3	3	4	2	2	1	2	1	2	1	2	
685	Carolan Yann	2018162685	3	2	10	1	1	3	3	3	3	4	3	3	4	3	3	1	3	4	3	1	3	5	5	5	3	5	2	4	5	5	
686	Petrina Forbear	2018162686	2	2	17	3	3	4	2	5	4	3	5	5	5	5	4	5	5	5	5	3	4	3	3	4	4	2	4	2	3	2	
687	Sidoney Hover	2018162687	3	1	13	3	2	2	2	3	2	3	1	4	4	1	1	3	1	3	1	2	3	3	5	2	5	4	4	5	4	5	
688	Haily McKinn	2018162688	1	2	14	4	4	4	3	4	3	4	4	3	3	5	4	2	2	4	4	3	3	3	2	2	2	3	1	3	2	3	
689	Gerrilee Calley	2018162689	1	2	10	5	5	4	5	5	4	5	4	3	3	3	3	4	3	3	4	4	3	2	1	1	3	3	1	2	3	2	
690	Garth Gabbott	2018162690	2	2	11	4	5	5	4	3	4	4	4	3	4	4	4	4	3	5	5	3	4	3	1	3	2	2	3	2	4	2	
691	Cassaundra Foggo	2018162691	2	1	12	3	4	2	4	3	4	5	5	4	4	3	3	3	5	5	4	5	5	4	3	2	2	3	4	2	3	2	
692	Missie Draper	2018162692	2	2	11	4	5	4	4	4	2	5	4	3	5	3	3	4	4	3	4	4	4	3	1	4	2	2	2	1	2	1	
693	Mortie Flecknoe	2018162693	3	2	4	2	2	3	1	2	4	2	2	1	3	2	3	2	3	2	3	4	4	4	4	3	3	5	4	3	4	3	
694	Allan Carney	2018162694	1	2	6	4	5	3	3	3	4	5	4	4	4	3	4	4	3	5	3	5	3	2	4	2	1	4	4	2	4	2	
695	Chariot McNaught	2018162695	2	2	11	2	4	5	4	5	5	3	3	5	5	5	5	4	3	3	4	4	4	3	1	4	3	2	3	2	2	3	
696	Jessa Gibberd	2018162696	3	1	8	2	2	4	4	2	4	3	2	1	3	3	1	3	3	3	3	1	3	5	5	5	5	4	4	4	5	5	
697	Arleen Felgate	2018162697	2	2	16	4	5	3	4	3	5	2	3	3	3	3	3	3	4	5	3	4	5	2	1	2	3	4	3	1	3	3	
698	Julian Murrhaupt	2018162698	1	2	12	5	3	4	5	5	5	4	3	4	4	2	3	3	3	4	3	3	3	4	2	3	3	3	3	2	1	2	
699	Jarrod Coghill	2018162699	3	1	1	1	2	2	2	2	1	3	1	3	4	4	3	4	4	2	3	4	3	5	3	2	5	4	3	5	4	3	
700	Herve Passo	2018162700	2	1	8	4	3	4	3	5	4	4	4	3	3	4	4	3	4	5	3	4	4	1	3	3	4	1	4	2	3	1	
701	Foster Falks	2018162701	2	1	17	2	5	4	3	3	4	3	5	4	4	3	5	5	4	5	4	4	4	3	4	2	3	4	3	4	3	4	
702	Shelba Girdler	2018162702	2	1	4	2	3	4	2	4	3	5	4	3	4	4	4	5	4	3	4	4	4	3	4	4	4	3	3	2	3	3	
703	Lisha Muggeridge	2018162703	2	2	7	3	5	4	5	5	4	3	3	3	4	4	5	3	5	3	3	4	5	1	2	2	3	3	4	4	4	4	
704	Rory Strivens	2018162704	3	2	11	3	3	4	3	2	2	3	4	3	1	3	3	3	3	3	3	3	3	5	4	4	5	5	5	5	2	4	
705	Kendrick Diggell	2018162705	3	1	5	4	3	1	3	3	3	3	4	2	1	3	3	3	3	3	2	2	2	2	3	5	4	5	5	4	5	4	
706	Jared Eakin	2018162706	3	1	7	3	3	2	1	1	4	3	1	3	1	2	3	2	1	3	1	3	4	5	4	4	4	3	2	4	4	5	
707	Jocko Plowes	2018162707	3	1	7	4	3	3	2	3	4	4	3	3	1	3	3	1	3	2	2	4	1	3	4	5	3	5	4	4	4	3	
708	Jacquetta Deniseau	2018162708	1	2	5	4	5	5	4	4	4	4	3	5	4	4	3	5	4	4	4	5	5	3	2	3	3	4	1	3	3	2	
709	Mignon Crease	2018162709	3	2	9	3	3	3	1	3	2	3	4	2	1	3	4	4	4	3	1	3	2	4	4	4	3	4	5	4	4	4	
710	Jule Seers	2018162710	2	1	13	3	3	3	2	4	5	4	4	5	5	4	3	4	3	5	3	4	4	3	2	2	2	4	2	3	2	3	
711	Pierce De Biasi	2018162711	1	1	14	4	5	3	4	3	5	4	5	5	5	3	5	5	3	3	2	4	5	4	3	3	3	3	3	3	3	3	
712	Sallyanne Kalf	2018162712	2	1	2	2	5	3	5	4	5	4	3	4	5	3	3	5	3	5	5	3	5	1	3	1	2	3	2	2	2	4	
713	Mikey MacAree	2018162713	2	1	7	4	3	3	4	4	4	3	4	4	4	4	3	4	3	3	5	3	5	2	3	2	2	1	2	3	2	2	
714	Jaquith Gresswell	2018162714	1	1	10	5	3	4	5	3	4	4	5	4	5	4	2	3	3	3	3	4	3	3	1	4	3	2	3	3	3	2	
715	Corrine Mell	2018162715	2	2	5	5	5	5	5	5	5	3	3	4	3	4	5	5	4	5	4	4	5	3	4	2	4	1	1	4	2	3	
